LSV name	Delta Deltapsi (HS - Control)
NM_001104403:s:22602845-22603061	0.06663281587575835;-0.06663281241811492
NM_170027:s:22602845-22603061	0.06663281587575835;-0.06663281241811492
NM_001272296:t:3906205-3907130	-0.010864874971943012;-0.023190180715883163;-0.011028208500363063;0.06654057836180882
NM_001038740:t:3906205-3907130	-0.010864874971943012;-0.023190180715883163;-0.011028208500363063;0.06654057836180882
NM_206622:t:3906205-3907130	-0.010864874971943012;-0.023190180715883163;-0.011028208500363063;0.06654057836180882
NM_001272295:t:3906205-3907130	-0.010864874971943012;-0.023190180715883163;-0.011028208500363063;0.06654057836180882
NM_001201811:s:8898786-8899181	-0.03638084643343076;0.06650928122143232;-0.03294465755207748;0.012797936858015217
NM_001298836:s:8898786-8899181	-0.03638084643343076;0.06650928122143232;-0.03294465755207748;0.012797936858015217
NM_001043085:s:15267806-15267965	-0.06647394353625215;0.06647401959058707
NM_001043084:s:15267806-15267965	-0.06647394353625215;0.06647401959058707
NM_001144201:s:15267806-15267965	-0.06647394353625215;0.06647401959058707
NM_001299517:s:15267806-15267965	-0.06647394353625215;0.06647401959058707
NM_001299519:s:15267806-15267965	-0.06647394353625215;0.06647401959058707
NM_001144200:s:15267806-15267965	-0.06647394353625215;0.06647401959058707
NM_001299518:s:15267806-15267965	-0.06647394353625215;0.06647401959058707
NM_001103850:s:15267806-15267965	-0.06647394353625215;0.06647401959058707
NM_001272210:t:1691207-1691357	0.06645294172992185;-0.08132308346821401;-0.0011805117280535144
NM_001272209:t:1691207-1691357	0.06645294172992185;-0.08132308346821401;-0.0011805117280535144
NM_001258537:t:1691207-1691357	0.06645294172992185;-0.08132308346821401;-0.0011805117280535144
NM_001272208:t:1691207-1691357	0.06645294172992185;-0.08132308346821401;-0.0011805117280535144
NM_001272211:t:1691207-1691357	0.06645294172992185;-0.08132308346821401;-0.0011805117280535144
NM_001274205:s:22094524-22094787	-0.06639595843677136;0.0663958976303083
NM_169783:s:18011097-18011255	0.0663583116555475;-0.1323058057948785;0.05486128328001011
NM_001202127:s:7367559-7367984	0.0009360209537939793;-0.07198299358365479;-0.030801485013840613;0.06633425639772944
NM_001202128:s:7367559-7367984	0.0009360209537939793;-0.07198299358365479;-0.030801485013840613;0.06633425639772944
NM_140184:t:11128690-11128744	0.06632266300823758;-0.09647555202425184;0.008955870424869231
NM_001202274:s:9417940-9418000	0.00012157793073956476;8.75760465864536e-06;-0.00020700491918053878;0.0013782752905813905;-0.025156223432618807;9.745607398004823e-09;0.001961257479945901;0.0662822584533348;-0.07883268501026483;-9.654837800810184e-07;0.02025086732967496
NM_166184:s:16579564-16579968	-0.005056206484551254;-0.08412806923091368;0.05366492477016792;0.06619038147930881
NM_206252:t:2564397-2564695	0.06612212342078584;-0.06612207543620931
NM_079940:t:2564397-2564695	0.06612212342078584;-0.06612207543620931
NM_001274404:t:2564397-2564695	0.06612212342078584;-0.06612207543620931
NM_001104005:t:1659845-1659992	-0.1133716891699573;-1.5150493753201562e-24;-1.5150493753201562e-24;0.04216956937174221;0.0661037081932566
NM_001259619:t:1659845-1659992	-0.1133716891699573;-1.5150493753201562e-24;-1.5150493753201562e-24;0.04216956937174221;0.0661037081932566
NM_139385:t:1659845-1659992	-0.1133716891699573;-1.5150493753201562e-24;-1.5150493753201562e-24;0.04216956937174221;0.0661037081932566
NM_167909:t:1659845-1659992	-0.1133716891699573;-1.5150493753201562e-24;-1.5150493753201562e-24;0.04216956937174221;0.0661037081932566
NM_167678:t:19740537-19741202	-0.036996485382605165;0.04101783334290645;3.347458592653583e-07;0.06606517284386759;-1.644608572403371e-08;3.269307489571745e-07;-0.039712349019694254;-0.0517354948445994
NM_001258776:s:15950355-15950385	0.06604339969973093;-0.06604339170730265
NM_001169810:s:23862490-23862593	-0.06604244739249157;0.06604239363147482
NM_001169928:s:9358615-9358935	-0.0659786843036314;0.06597868034697968
NM_168325:s:9358615-9358935	-0.0659786843036314;0.06597868034697968
NM_001273586:s:16791568-16791707	-0.06594178449538013;0.06594172906744113
NM_001169316:s:17901769-17902089	-2.0071876014610293e-05;0.005318573727659988;-0.08122108944889112;0.05383015781974949;0.06588683858432944
NM_140676:s:16916255-16916446	-0.03560835918439198;-6.58973267281118e-07;0.06588172984203688;-0.015103385777741712;0.06552068559841828;-0.11877581702956308
NM_001275308:s:23746190-23746544	0.06585983273866622;-0.028508939884126346;0.03647547149503313;-0.12179863613371322
NM_001043168:s:23746190-23746544	0.06585983273866622;-0.028508939884126346;0.03647547149503313;-0.12179863613371322
NM_169468:s:12446376-12446561	-9.4678446960946e-06;-0.059436549733609935;0.06583347438760079
NM_169465:s:12446376-12446561	-9.4678446960946e-06;-0.059436549733609935;0.06583347438760079
NM_169466:s:12446376-12446561	-9.4678446960946e-06;-0.059436549733609935;0.06583347438760079
NM_169467:s:12446376-12446561	-9.4678446960946e-06;-0.059436549733609935;0.06583347438760079
NM_001259259:s:7636895-7637193	6.399405138451526e-07;0.0005068529621039944;7.953628999895908e-05;-0.05079578406498697;-4.403732330816337e-05;0.06573548602495544;-0.01662482277099365;6.748244445749419e-07;0.00777494690412267
NM_169137:s:6355266-6355420	-0.06568240876219734;0.06568238616683465
NM_169136:s:6355266-6355420	-0.06568240876219734;0.06568238616683465
NM_001275382:s:6355266-6355420	-0.06568240876219734;0.06568238616683465
NM_001275384:s:6355266-6355420	-0.06568240876219734;0.06568238616683465
NM_079942:s:6355266-6355420	-0.06568240876219734;0.06568238616683465
NM_001275383:s:6355266-6355420	-0.06568240876219734;0.06568238616683465
NM_001275381:s:6355266-6355420	-0.06568240876219734;0.06568238616683465
NM_001144541:s:6355266-6355420	-0.06568240876219734;0.06568238616683465
NM_001275380:s:6355266-6355420	-0.06568240876219734;0.06568238616683465
NM_001103912:s:20424338-20424656	-0.01841912763830973;1.1182110407996043e-07;-1.4108057036000756e-08;-4.37862656723062e-05;-4.821191461511289e-25;-1.4108057036000756e-08;0.06564944048559511
NM_166392:s:20424338-20424656	-0.01841912763830973;1.1182110407996043e-07;-1.4108057036000756e-08;-4.37862656723062e-05;-4.821191461511289e-25;-1.4108057036000756e-08;0.06564944048559511
NM_001103913:s:20424338-20424656	-0.01841912763830973;1.1182110407996043e-07;-1.4108057036000756e-08;-4.37862656723062e-05;-4.821191461511289e-25;-1.4108057036000756e-08;0.06564944048559511
NM_001144248:s:20424338-20424656	-0.01841912763830973;1.1182110407996043e-07;-1.4108057036000756e-08;-4.37862656723062e-05;-4.821191461511289e-25;-1.4108057036000756e-08;0.06564944048559511
NM_168564:s:13939250-13939458	-0.0656305197414429;0.06563054359584786
NM_001272622:s:14793126-14794152	-0.007076399708240202;-0.04749422766843173;0.06563023140416428
NM_001103817:s:12449200-12449782	-0.06562701155226894;0.06562705290122195
NM_001032236:s:12449200-12449782	-0.06562701155226894;0.06562705290122195
NM_176541:s:22605818-22607308	0.015923915467021113;-0.08949378616593087;-8.349341366435164e-09;0.06562162417698617
NM_001104403:t:22607384-22608471	0.015923915467021113;-0.08949378616593087;-8.349341366435164e-09;0.06562162417698617
NM_001104404:t:22607384-22608471	0.015923915467021113;-0.08949378616593087;-8.349341366435164e-09;0.06562162417698617
NM_144474:t:12446606-12447616	-8.81097870520675e-06;-0.05925461729111476;-1.5150493753201562e-24;0.06560577064748381
NM_058116:s:7266065-7266188	-5.416778455979407e-08;0.06560164014139852;-0.05617252809020955
NM_001144715:s:11673333-11673461	0.06559878421085341;-0.06559879586788278
NM_001272525:s:11673333-11673461	0.06559878421085341;-0.06559879586788278
NM_001259505:s:19573988-19574066	0.06556196538582557;-0.06556191155759147
NM_001259500:s:19573988-19574066	0.06556196538582557;-0.06556191155759147
NM_001259497:s:19573988-19574066	0.06556196538582557;-0.06556191155759147
NM_001274027:t:13531414-13531619	0.06555000114090581;-0.06554993210184375
NM_166748:t:305016-305178	-0.009910321155092494;-0.04170842616013806;0.002091774398941662;-1.5150493753201562e-24;0.032502607234408655;-1.3518609640264326e-07;0.01851356608129097;-9.944090822663836e-06;0.06554990574923536
NM_001144207:t:16326974-16327160	-0.047039753831272596;-0.03726568396388058;0.008872676240344126;0.06546584719310389
NM_166164:t:16326974-16327160	-0.047039753831272596;-0.03726568396388058;0.008872676240344126;0.06546584719310389
NM_001104181:t:20715553-20717310	-1.5150493753201562e-24;-0.02087222709672959;1.9109720757369632e-09;-1.5150493753201562e-24;-1.5150493753201562e-24;-0.03696173160495361;0.06542209018338466
NM_001104182:t:20716799-20717310	-1.5150493753201562e-24;-0.02087222709672959;1.9109720757369632e-09;-1.5150493753201562e-24;-1.5150493753201562e-24;-0.03696173160495361;0.06542209018338466
NM_169611:t:15144266-15145239	-0.020040814936281192;-0.001513909012656038;-0.00038746437327829864;0.0653965859244394
NM_001273819:t:6924687-6926298	-0.1521704679400496;0.06537214022186999;0.039591265112603
NM_001259230:t:6926019-6926298	-0.1521704679400496;0.06537214022186999;0.039591265112603
NM_001201940:t:6926019-6926298	-0.1521704679400496;0.06537214022186999;0.039591265112603
NM_001298107:t:9098084-9098480	-0.03360068966589155;0.00835110649539127;0.065351616343284;-0.052789279809848336
NM_176716:t:9098084-9098480	-0.03360068966589155;0.00835110649539127;0.065351616343284;-0.052789279809848336
NM_001258658:t:9098084-9098480	-0.03360068966589155;0.00835110649539127;0.065351616343284;-0.052789279809848336
NM_001258659:t:9098084-9098480	-0.03360068966589155;0.00835110649539127;0.065351616343284;-0.052789279809848336
NM_167975:s:3072547-3072841	0.04633657467352509;-0.005143088721140592;0.06533864133840703;-1.7123217472495095e-05;-0.0006768838153539187;-0.10492731589623461
NM_170642:s:5286902-5287320	0.0016849737929296067;2.008099906871163e-07;0.06532818706404664;-0.12076006196020042;0.015573694623540052
NM_001299865:t:23911361-23911868	-0.013292042188126851;-0.06720123534842642;8.890676256739341e-08;0.05656972098136601;-0.02130800417425005;-1.864230656428855e-05;-0.000260187877460957;-0.03930999238443794;3.638938137029143e-07;0.06531854256403899
NM_001103716:s:21168651-21168804	-0.06528048871976277;0.0652804284168699
NM_079969:s:21168651-21168804	-0.06528048871976277;0.0652804284168699
NM_001169559:s:21168651-21168804	-0.06528048871976277;0.0652804284168699
NM_001299190:s:21168570-21168804	-0.06528048871976277;0.0652804284168699
NM_001275977:t:24259055-24259249	0.06526196172592724;-0.06526192014688796
NM_001299178:t:20825272-20825512	-0.026307666434913723;0.06523067192743426;-0.04630736924997869
NM_001042972:s:4238273-4238462	-0.06521767595902223;0.06521771812651236
NM_001259492:t:19406020-19406088	0.06520307921183002;-0.06520310151834846
NM_001202048:t:19406020-19406088	0.06520307921183002;-0.06520310151834846
NM_001275594:s:13021420-13021642	-0.0651999895798851;0.06519998494235765
NM_001275995:t:24664364-24664795	0.06515817781160868;-0.052001028965863165;-2.5201343841393073e-07;0.0028147516894005825;1.0777415651657246e-05;2.800254797272368e-09;2.1904751606531947e-06
NM_170164:t:24664364-24664795	0.06515817781160868;-0.052001028965863165;-2.5201343841393073e-07;0.0028147516894005825;1.0777415651657246e-05;2.800254797272368e-09;2.1904751606531947e-06
NM_001275998:t:24664364-24664795	0.06515817781160868;-0.052001028965863165;-2.5201343841393073e-07;0.0028147516894005825;1.0777415651657246e-05;2.800254797272368e-09;2.1904751606531947e-06
NM_001170241:t:24664364-24664795	0.06515817781160868;-0.052001028965863165;-2.5201343841393073e-07;0.0028147516894005825;1.0777415651657246e-05;2.800254797272368e-09;2.1904751606531947e-06
NM_001275997:t:24664364-24664795	0.06515817781160868;-0.052001028965863165;-2.5201343841393073e-07;0.0028147516894005825;1.0777415651657246e-05;2.800254797272368e-09;2.1904751606531947e-06
NM_001275999:t:24664364-24664795	0.06515817781160868;-0.052001028965863165;-2.5201343841393073e-07;0.0028147516894005825;1.0777415651657246e-05;2.800254797272368e-09;2.1904751606531947e-06
NM_206566:t:24664364-24664795	0.06515817781160868;-0.052001028965863165;-2.5201343841393073e-07;0.0028147516894005825;1.0777415651657246e-05;2.800254797272368e-09;2.1904751606531947e-06
NM_001014661:t:24664364-24664795	0.06515817781160868;-0.052001028965863165;-2.5201343841393073e-07;0.0028147516894005825;1.0777415651657246e-05;2.800254797272368e-09;2.1904751606531947e-06
NM_176009:s:10968134-10968583	-0.040212339675965575;-0.007789177114299034;0.06512290329080311
NM_001298891:s:10968134-10968583	-0.040212339675965575;-0.007789177114299034;0.06512290329080311
NM_001144207:s:16329417-16330398	0.06505893322802456;-0.006438760775379343;-0.01884977751410971;-0.08168191338784767;0.03186475985893007
NM_166164:s:16329417-16330398	0.06505893322802456;-0.006438760775379343;-0.01884977751410971;-0.08168191338784767;0.03186475985893007
NM_001103837:s:14308142-14308483	0.020052658833469253;-0.0226593474964816;-0.010872670862503042;0.0650507178621535;-0.003539205488245299
NM_169726:s:16635546-16635700	-0.06503910142191326;0.06503912931529236
NM_001275716:s:16635546-16635700	-0.06503910142191326;0.06503912931529236
NM_001104344:s:16635546-16635700	-0.06503910142191326;0.06503912931529236
NM_169725:s:16635546-16635700	-0.06503910142191326;0.06503912931529236
NM_001144594:s:16635546-16635700	-0.06503910142191326;0.06503912931529236
NM_169724:s:16635546-16635700	-0.06503910142191326;0.06503912931529236
NM_001144593:s:16635546-16635700	-0.06503910142191326;0.06503912931529236
NM_132391:t:10346849-10347794	-0.039321245571006753;0.06502622577063175;-0.06329102869677712
NM_001272476:t:10346849-10347794	-0.039321245571006753;0.06502622577063175;-0.06329102869677712
NM_001275760:t:18013148-18015779	-4.821191461511289e-25;0.017985530091383692;-0.06489863370844343;-5.129138779421305e-05;-3.4281238360840435e-09;-2.141943101518199e-06;-3.5178230983471505e-10;0.06501487743385331
NM_001275762:t:18013148-18014732	-4.821191461511289e-25;0.017985530091383692;-0.06489863370844343;-5.129138779421305e-05;-3.4281238360840435e-09;-2.141943101518199e-06;-3.5178230983471505e-10;0.06501487743385331
NM_167111:s:7084599-7084819	-0.06497747682936339;0.06497749964958907
NM_001169215:s:7084599-7084819	-0.06497747682936339;0.06497749964958907
NM_001169217:s:7084599-7084819	-0.06497747682936339;0.06497749964958907
NM_001272375:s:7084599-7084819	-0.06497747682936339;0.06497749964958907
NM_001272151:s:992066-992246	0.06493135065419366;-0.06493144173676403
NM_079899:s:992066-992246	0.06493135065419366;-0.06493144173676403
NM_135991:t:17400396-17400551	0.06493079911519253;-0.06493077687417231
NM_001144361:t:17400396-17400551	0.06493079911519253;-0.06493077687417231
NM_165213:t:17400396-17400551	0.06493079911519253;-0.06493077687417231
NM_176058:t:17400396-17400551	0.06493079911519253;-0.06493077687417231
NM_001042901:t:17400396-17400551	0.06493079911519253;-0.06493077687417231
NM_001042902:t:17400396-17400551	0.06493079911519253;-0.06493077687417231
NM_001169526:t:17400396-17400551	0.06493079911519253;-0.06493077687417231
NM_001299084:t:17400396-17400551	0.06493079911519253;-0.06493077687417231
NM_001273598:t:17400396-17400551	0.06493079911519253;-0.06493077687417231
NM_001144362:t:17400396-17400551	0.06493079911519253;-0.06493077687417231
NM_001273599:t:17400396-17400551	0.06493079911519253;-0.06493077687417231
NM_001275156:s:20000991-20001296	0.06490560571939495;-0.06490556004011222
NM_140912:s:20001088-20001296	0.06490560571939495;-0.06490556004011222
NM_001273367:t:9711512-9717763	-0.017549733204056707;0.06490340908449849;-0.05817781884848641;-0.005872425013456373
NM_001272994:t:2310662-2310870	0.06490263906159527;-0.06490259892669062
NM_001014461:t:2310662-2310870	0.06490263906159527;-0.06490259892669062
NM_166668:t:24383924-24385048	-0.01811618410032663;0.0648703192361405;0.04188591665754059;-0.01016723092713856;0.017707066174025038
NM_176306:s:8635681-8635752	-0.06480322482138015;0.0648031859074051
NM_168284:s:8635681-8635752	-0.06480322482138015;0.0648031859074051
NM_168286:s:8635681-8635752	-0.06480322482138015;0.0648031859074051
NM_168283:s:8635681-8635752	-0.06480322482138015;0.0648031859074051
NM_143214:s:26262662-26262986	-0.06463784727415675;0.06463779594183325
NM_001259037:s:10977898-10978706	-0.06457739027989104;0.06457738524068393
NM_001298895:s:10977898-10978706	-0.06457739027989104;0.06457738524068393
NM_001273439:s:10977898-10978706	-0.06457739027989104;0.06457738524068393
NM_168732:s:17433550-17433589	-0.06449156337573977;0.06449157360833571
NM_165152:s:16314451-16314708	-0.06441209327805059;0.06441213653186073
NM_001273567:s:16314451-16314708	-0.06441209327805059;0.06441213653186073
NM_205999:s:16314451-16314708	-0.06441209327805059;0.06441213653186073
NM_057594:s:16314451-16314708	-0.06441209327805059;0.06441213653186073
NM_168717:s:17051321-17051454	0.06433742550478624;-0.06433749472866004
NM_140699:s:17051277-17051454	0.06433742550478624;-0.06433749472866004
NM_001298772:t:7035407-7035561	0.015939345245335086;-0.11743814698381363;-1.5150493753201562e-24;1.146971510770994e-06;0.0641932900017075
NM_001169973:s:14757842-14757962	-0.06419067731065053;0.06419072385749391
NM_206355:s:14757842-14757962	-0.06419067731065053;0.06419072385749391
NM_001038926:s:14757842-14757962	-0.06419067731065053;0.06419072385749391
NM_001169972:s:14757842-14757962	-0.06419067731065053;0.06419072385749391
NM_001274917:s:14757842-14757962	-0.06419067731065053;0.06419072385749391
NM_206356:s:14757842-14757962	-0.06419067731065053;0.06419072385749391
NM_079895:s:1073159-1073381	0.0641759824462488;-0.06417601043335916
NM_001272156:s:1073159-1073381	0.0641759824462488;-0.06417601043335916
NM_001297792:s:1073159-1073381	0.0641759824462488;-0.06417601043335916
NM_001297791:s:1073159-1073381	0.0641759824462488;-0.06417601043335916
NM_144077:t:4189676-na	-2.8306263099390594e-06;-0.024222683424528407;4.2276362091360415e-05;4.2276362091360415e-05;0.02360840581451463;0.06410724307771368;0.006717838444171069;-0.06879555694460951;-0.017625087670374573;-0.007975420043647458;-2.8306263099390594e-06
NM_001104344:s:16625969-16626216	-0.03551352102197949;0.0640653256735989;0.003985954325221974
NM_205882:s:342866-343732	-0.04337073085376075;0.0640640507185517;-0.05614040813132389
NM_079791:t:26255966-26256307	-0.015401945475849829;-0.008259418108542273;0.06404735224543914
NM_170266:t:26255966-26256307	-0.015401945475849829;-0.008259418108542273;0.06404735224543914
NM_001272736:t:17930586-17930776	-0.10184570678572913;0.017976607032926865;0.06403034903263116
NM_001272737:t:17930586-17930776	-0.10184570678572913;0.017976607032926865;0.06403034903263116
NM_078669:t:17930586-17930776	-0.10184570678572913;0.017976607032926865;0.06403034903263116
NM_167592:t:17930586-17930776	-0.10184570678572913;0.017976607032926865;0.06403034903263116
NM_001299565:s:16579765-16579968	-0.1117766425068206;0.06395981250437825;0.041418789197816774
NM_001201782:t:7651536-7651743	-0.06394396335119847;0.06394388914178933
NM_001201784:t:7651536-7651743	-0.06394396335119847;0.06394388914178933
NM_001273283:t:7651536-7651743	-0.06394396335119847;0.06394388914178933
NM_001201783:t:7651536-7651743	-0.06394396335119847;0.06394388914178933
NM_164812:t:8386217-8386389	-0.10857596085246615;0.04441444490232083;0.06394299122040045
NM_001258491:t:369507-369744	-0.016801345115103457;0.06393827915141097;-0.0562561643582953
NM_166757:t:369507-369744	-0.016801345115103457;0.06393827915141097;-0.0562561643582953
NM_079882:t:369507-369744	-0.016801345115103457;0.06393827915141097;-0.0562561643582953
NM_205873:t:369507-369744	-0.016801345115103457;0.06393827915141097;-0.0562561643582953
NM_166756:t:369507-369744	-0.016801345115103457;0.06393827915141097;-0.0562561643582953
NM_057228:t:10533911-10534007	-0.06393778567680487;0.06393775645024039
NM_001272420:s:8686695-8687054	0.06393023380428327;0.04871227687092543;-0.14196259563722802
NM_001272421:s:8686695-8687054	0.06393023380428327;0.04871227687092543;-0.14196259563722802
NM_132269:s:8686695-8687054	0.06393023380428327;0.04871227687092543;-0.14196259563722802
NM_001298094:s:8686695-8687054	0.06393023380428327;0.04871227687092543;-0.14196259563722802
NM_001276130:s:29176546-29176742	0.06388127407971408;-0.06388129066992092
NM_167366:s:13370995-13371584	0.01704934943636939;0.031004320491594038;0.06384123844521625;-0.10550062037410776
NM_166728:s:133307-134964	0.06382563904795006;-0.06382564621195655
NM_166733:s:134825-134964	0.06382563904795006;-0.06382564621195655
NM_166729:s:134671-134964	0.06382563904795006;-0.06382564621195655
NM_001103379:s:133307-134964	0.06382563904795006;-0.06382564621195655
NM_205865:s:134671-134964	0.06382563904795006;-0.06382564621195655
NM_001272114:s:134766-134964	0.06382563904795006;-0.06382564621195655
NM_001298205:s:11695137-11695588	0.06380086794103094;-4.821191461511289e-25;0.00015172968358876052;-4.821191461511289e-25;-0.06563939277808771
NM_167297:s:11695137-11695588	0.06380086794103094;-4.821191461511289e-25;0.00015172968358876052;-4.821191461511289e-25;-0.06563939277808771
NM_001298204:s:11695137-11695588	0.06380086794103094;-4.821191461511289e-25;0.00015172968358876052;-4.821191461511289e-25;-0.06563939277808771
NM_166947:t:2641590-2642093	0.06379143608216746;-2.9660894057967014e-05;-0.037922650620730525;6.209840139986116e-05;-0.002241124755321323;-0.00020718904018789667;-0.005184386348439517;-3.676975258060387e-07
NM_001299428:t:12615891-12616414	-0.0258815506890773;0.06376403251215945;8.752367093186972e-10;-0.018839366915794548
NM_001299427:t:12615891-12616414	-0.0258815506890773;0.06376403251215945;8.752367093186972e-10;-0.018839366915794548
NM_165923:t:12615891-12616414	-0.0258815506890773;0.06376403251215945;8.752367093186972e-10;-0.018839366915794548
NM_165919:t:12615891-12616414	-0.0258815506890773;0.06376403251215945;8.752367093186972e-10;-0.018839366915794548
NM_001259659:s:3132633-3133338	0.06367334552240715;-0.06367333678049861
NM_167988:s:3132633-3133338	0.06367334552240715;-0.06367333678049861
NM_167989:s:3132633-3133418	0.06367334552240715;-0.06367333678049861
NM_206565:t:24658321-24658430	-0.0033506401467906705;-0.0050899788523648196;0.0407870334822131;-0.03541844923051866;0.06363668018990151
NM_001144678:t:3480859-3481369	-0.01643210185056553;-0.007484417660375501;0.06357294155911315;-0.023272547125019673;0.002881279747768784
NM_001275277:t:22269353-22269491	0.06356291041688596;-9.246647588649171e-06;-0.04515703172372075
NM_168949:t:22269353-22269491	0.06356291041688596;-9.246647588649171e-06;-0.04515703172372075
NM_001275278:t:22269353-22269491	0.06356291041688596;-9.246647588649171e-06;-0.04515703172372075
NM_001300215:t:22269353-22269491	0.06356291041688596;-9.246647588649171e-06;-0.04515703172372075
NM_079489:t:22269353-22269491	0.06356291041688596;-9.246647588649171e-06;-0.04515703172372075
NM_168950:t:22269353-22269491	0.06356291041688596;-9.246647588649171e-06;-0.04515703172372075
NM_001170279:s:27156141-27156305	-0.06354675598220813;0.06354680674826753
NM_167996:s:3170945-3171106	-0.0635165759784157;0.06351654888768651
NM_001110879:s:1071975-1072045	0.06351561494974857;-0.0033846206841617087;-0.06351264435877355
NM_137510:t:18634770-18635111	-0.0019312786395175878;-0.03939472652930358;0.0634231721130776
NM_001169725:t:18634770-18635111	-0.0019312786395175878;-0.03939472652930358;0.0634231721130776
NM_001169726:t:18634770-18635111	-0.0019312786395175878;-0.03939472652930358;0.0634231721130776
NM_001014617:s:13021420-13021642	-0.06337925587599122;0.06337925161181486
NM_001275592:s:13021420-13021642	-0.06337925587599122;0.06337925161181486
NM_001276203:s:31061077-31061210	0.06337815753657927;-0.06779696118311575;-0.0018178165830829984
NM_001276058:s:26598577-26598712	-0.10454477163746875;0.0015231953921038576;0.06337485575850899
NM_001297950:t:5250729-5254864	0.06336743935193048;-0.06336737135085116
NM_167028:t:5250729-5254864	0.06336743935193048;-0.06336737135085116
NM_001297948:t:5250729-5254864	0.06336743935193048;-0.06336737135085116
NM_131978:t:5250729-5254864	0.06336743935193048;-0.06336737135085116
NM_001297949:t:5250729-5254864	0.06336743935193048;-0.06336737135085116
NM_001144686:t:5250729-5254864	0.06336743935193048;-0.06336737135085116
NM_001144687:t:5250729-5254864	0.06336743935193048;-0.06336737135085116
NM_001042796:t:5250729-5254864	0.06336743935193048;-0.06336737135085116
NM_079806:s:27436190-27437482	-0.06332083247645853;0.0633208196600046
NM_001260406:s:27436190-27437482	-0.06332083247645853;0.0633208196600046
NM_136636:s:9350667-9351193	0.06331841651754348;0.005308136186680659;-0.011924702329754056;-0.03474311992420697
NM_205897:t:2787054-2787168	-7.075706402541673e-11;-0.07048080157929268;0.06330492896712138
NM_001104159:t:16967382-16968080	0.06330336536984907;-1.5150493753201562e-24;-0.062288762305859946
NM_168704:t:16967382-16968080	0.06330336536984907;-1.5150493753201562e-24;-0.062288762305859946
NM_001104393:s:21807599-21807734	0.015956392925520937;-0.1295988116243436;0.06328815446635945;0.0267069861212755
NM_001169346:s:21628821-21629792	-0.009776804740362294;3.099719569632227e-05;-0.00014068170119465662;-0.0028999725520671687;0.06327365360227905
NM_001273886:s:9092432-9092805	-0.06321362129956043;0.06321362284839548
NM_176108:s:9092432-9092893	-0.06321362129956043;0.06321362284839548
NM_001273887:s:9092432-9092893	-0.06321362129956043;0.06321362284839548
NM_079408:s:17895766-17895862	0.06320777326045901;-0.06320774306524879
NM_168754:s:17895766-17895862	0.06320777326045901;-0.06320774306524879
NM_144078:t:4182645-4182873	-0.0632015815282077;0.06320161621155318
NM_001104331:s:15363152-15363315	0.06319607772753141;-0.0631960729475031
NM_142073:t:14057741-14058107	0.06319367423074729;-4.748552966560012e-05;-0.06029293115565364
NM_001202284:s:12687716-12688121	-0.06315380087997358;0.06315379628552942
NM_143768:s:12687716-12688121	-0.06315380087997358;0.06315379628552942
NM_001272352:s:6577944-6578291	-0.06313907753313087;0.063139085847394
NM_176210:s:17361980-17362097	-0.031825611155899165;-0.014448113929810824;0.06312195671099421
NM_136091:s:19047152-19047362	-0.06311863285439537;0.0631186586349613
NM_001273627:s:19047152-19047362	-0.06311863285439537;0.0631186586349613
NM_165273:s:19047152-19047362	-0.06311863285439537;0.0631186586349613
NM_140674:s:16902129-16902191	-0.06308251700722653;0.06308257942782683
NM_079657:s:16578990-16579147	-0.06308018918804686;0.06308018540854765
NM_001202270:s:9417940-9418000	0.00011142963680980772;6.947066930163008e-06;-0.00012150798554207899;-0.02014275562529841;0.031041445151657125;6.65426915848231e-09;0.0014925503488370546;0.06307890612021438;-0.0756155524673784;-4.800158669637222e-07;-0.012595860486776439
NM_001104206:s:4286009-4286045	0.0630627485345551;0.05672609587523049;-0.12874985738098893
NM_164331:s:4286009-4286045	0.0630627485345551;0.05672609587523049;-0.12874985738098893
NM_001104207:s:4286009-4286045	0.0630627485345551;0.05672609587523049;-0.12874985738098893
NM_001170032:s:4286009-4286045	0.0630627485345551;0.05672609587523049;-0.12874985738098893
NM_001170030:s:4286009-4286045	0.0630627485345551;0.05672609587523049;-0.12874985738098893
NM_001275319:s:4286009-4286045	0.0630627485345551;0.05672609587523049;-0.12874985738098893
NM_164328:s:4286009-4286045	0.0630627485345551;0.05672609587523049;-0.12874985738098893
NM_164329:s:4286009-4286045	0.0630627485345551;0.05672609587523049;-0.12874985738098893
NM_164330:s:4286009-4286045	0.0630627485345551;0.05672609587523049;-0.12874985738098893
NM_080280:s:4286009-4286045	0.0630627485345551;0.05672609587523049;-0.12874985738098893
NM_164327:s:4286009-4286045	0.0630627485345551;0.05672609587523049;-0.12874985738098893
NM_001170031:s:4286009-4286045	0.0630627485345551;0.05672609587523049;-0.12874985738098893
NM_001104204:s:4286009-4286045	0.0630627485345551;0.05672609587523049;-0.12874985738098893
NM_176114:s:9256107-9256377	0.06301445174942634;-0.06301433105841886
NM_001260391:t:26601247-26602939	-0.10722638557646982;0.001431143389813528;1.2588459380315744e-08;0.06294544254334095
NM_001170276:t:26601247-26604051	-0.10722638557646982;0.001431143389813528;1.2588459380315744e-08;0.06294544254334095
NM_001170275:t:26601247-26604051	-0.10722638557646982;0.001431143389813528;1.2588459380315744e-08;0.06294544254334095
NM_001170274:t:26601247-26604051	-0.10722638557646982;0.001431143389813528;1.2588459380315744e-08;0.06294544254334095
