NM_170254	NM_170254:s:26042080-26042264	0.00026687857010436304;1.2433912103003976e-06;-0.11761888537674482;0.09969505648152949	1.5288414554166697e-05;0.0012752817530383717;0.1564467671205689;-0.1514156380532767	0.00025159015555019636;-0.0012740383618280713;-0.27406565249731374;0.25111069453480617
NM_164743	NM_164743:s:7227104-7227346	-0.22719362152111008;0.227193574384982	0.04675418197245257;-0.04675418122351929	-0.2739478034935626;0.27394775560850126
NM_001014480	NM_001014480:t:10961086-10961367	0.00018488033769059907;0.020958403881967666;-0.24932697286145228;-0.04024287246201306;0.001602343038413381;0.032808324560377654;-0.02407394041231271;0.24021557250258777	0.0252928079092218;0.06181207499895586;-0.038013089641724285;-0.0005587480588256605;0.0026150387561877046;-0.026341123257696875;0.0015692057282217183;-0.03369778150375752	-0.0251079275715312;-0.04085367111698819;-0.211313883219728;-0.0396841244031874;-0.0010126957177743236;0.05914944781807453;-0.02564314614053443;0.2739133540063453
NM_078586	NM_078586:s:12659415-12659548	0.0008460819219702214;-0.32246806353923435;0.3238699613613506	0.0017346873406130989;-0.06451405681772734;0.05019252188338526	-0.0008886054186428775;-0.25795400672150703;0.27367743947796536
NM_132858	NM_132858:t:15884443-15885943	-0.05620827530725596;-8.806136960606061e-07;-0.0010835886502610736;1.268173759737438e-09;-0.002020096988255199;0.11279205162185663	-0.16331869372509694;-1.1415216690307104e-06;-0.18379678450597822;-1.141484199578668e-06;-0.041564756045239716;0.38628062331171364	0.10711041841784098;2.609079729701043e-07;0.18271319585571716;1.1427523733384056e-06;0.03954465905698452;-0.273488571689857
NM_001144336	NM_001144336:t:7991358-7991619	-0.17726588842019916;0.17537083367122178;1.0236074853543253e-06	0.09540552915602404;-0.09385480174991272;1.7375332419807183e-06	-0.2726714175762232;0.2692256354211345;-7.13925756626393e-07
NM_001202272	NM_001202272:t:9445044-9445187	0.18137670589021176;-0.2684729052028591;0.07765768781048747	0.12945135476217956;0.004043723542702656;-0.13182831148732574	0.051925351128032204;-0.27251662874556176;0.2094859992978132
NM_001170186	NM_001170186:t:19851832-19852425	0.22059622200894363;-0.22059617419040933	-0.051777583560158824;0.05177755074055693	0.27237380556910246;-0.27237372493096623
NM_001014515	NM_001014515:t:10107467-10108474	0.006704938486972172;-0.011010115582660532;3.95652358709648e-24;-0.005405778017563714	0.12454953836299;-0.2830934947134009;5.657973462966198e-09;0.1335860643945747	-0.11784459987601782;0.2720833791307404;-5.657973462966194e-09;-0.1389918424121384
NM_001104456	NM_001104456:s:25701309-25701455	-0.2720707874374376;0.27207079738157985	-0.00012435478748740205;0.0001243552681991572	-0.2719464326499502;0.2719464421133807
NM_142911	NM_142911:s:23686712-23687104	-0.2188769590770821;-0.03682232319932577;0.2715071206926089	3.9242488594773515e-05;-6.559059073894498e-05;-0.00025335211217966853	-0.21891620156567687;-0.03675673260858682;0.2717604728047886
NM_165816	NM_165816:t:11287645-11288560	-0.08550583756704487;-0.03160103634240382;-0.005655105469691321;0.2091748108055419	-0.004573489330241265;0.04686818066969625;0.03383009709820054;-0.06220473695017348	-0.0809323482368036;-0.07846921701210008;-0.03948520256789186;0.2713795477557154
NM_165740	NM_165740:t:10107467-10109687	0.006670942619026536;-0.011397888173175913;3.95652358709648e-24;3.95652358709648e-24;-0.005403457687069221	0.12431731647698387;-0.2826363752178144;3.934350919128694e-09;3.934350919128694e-09;0.1334778264948075	-0.11764637385795733;0.2712384870446385;-3.93435091912869e-09;-3.93435091912869e-09;-0.13888128418187673
NM_001258616	NM_001258616:t:6115417-6115572	-0.07579849365977881;0.12749812824384205;0.028039110884288954	0.10590853798597351;-0.14329810828309442;0.0007830502436112219	-0.1817070316457523;0.27079623652693646;0.02725606064067773
NM_001297897	NM_001297897:s:2576117-2576713	0.25428322421028193;-0.0031383592491175216;0.07574305775054171;-0.0012871253353835127;-0.3024500748076856	-0.016303494124997042;-1.375146077920422e-08;0.0349061777180303;-0.00016129753548127098;-0.034930885271043266	0.270586718335279;-0.0031383454976567425;0.040836880032511416;-0.0011258277999022417;-0.26751918953664233
NM_001169298	NM_001169298:s:15910870-15910988	-0.22091224426073186;0.2209122678497941	0.049512146271048385;-0.049512174773020945	-0.27042439053178025;0.27042444262281506
NM_169033	NM_169033:t:5239492-5239619	-0.034169475294192724;-0.14261208030993228;0.2051143149015343	0.027380547907787326;0.028805681153144774;-0.06420235282807091	-0.06155002320198005;-0.17141776146307705;0.2693166677296052
NM_078938	NM_078938:t:8902328-8903130	-0.1856825925984691;3.762928396621153e-05;2.6976177213130723e-05;0.19492462058399035	0.08344501669298542;2.4433952661731915e-07;-1.9692287218311757e-05;-0.059969903891743975	-0.2691276092914545;3.738494443959421e-05;4.6668464431442476e-05;0.25489452447573435
NM_001169230	NM_001169230:t:8410277-8410689	-0.00010978069692713954;-0.1596057475547671;0.1538305740469546	-6.798077528822569e-07;0.10894879263308638;-0.09903833702461817	-0.00010910088917425729;-0.2685545401878535;0.2528689110715728
NM_176112	NM_176112:s:9272300-9272672	0.1563346972776781;1.8464532270783104e-05;-0.1552471517604229	-0.11216962397597348;0.12320978869663944;0.016575390316220018	0.2685043212536516;-0.12319132416436866;-0.1718225420766429
NM_001274013	NM_001274013:t:13176553-13179013	-0.040692655522921756;0.14100093673658257;-0.1910419500746092;0.06765156208056015;-5.106984902935303e-06;-0.013683838747940213	0.025977749102097866;-0.12691285842418715;-0.08532181463183874;0.034650556853122814;-0.0005957903739446384;0.12498424242037684	-0.06667040462501962;0.26791379516076974;-0.10572013544277045;0.03300100522743734;0.0005906833890417031;-0.13866808116831705
NM_140674	NM_140674:s:16902129-16902191	0.20448707252829876;-0.20448706502641997	-0.06308251700722653;0.06308257942782683	0.2675695895355253;-0.2675696444542468
NM_136457	NM_136457:t:7605944-7606244	-0.0006459239805339265;0.0006459245022837662	0.26684951140949875;-0.2668494391339076	-0.2674954353900327;0.26749536363619136
NM_001104206	NM_001104206:s:4281838-4282511	0.3310980027157422;0.038191370077788375;0.004934033621050751;0.015176362921083833;-0.38321821330648076	0.12739485527886948;-0.067562561256649;0.026113258682576457;0.04125846186462853;-0.11639180978501856	0.2037031474368727;0.10575393133443738;-0.021179225061525708;-0.0260820989435447;-0.2668264035214622
NM_166769	NM_166769:s:560095-560300	0.2754683822024454;-0.0003665297210428732;-0.0003621281556556048;-0.24789533456853985	0.008924183806758787;-0.017648081766296116;0.04068015280265335;0.0022037511460654413	0.2665441983956866;0.017281552045253244;-0.04104228095830895;-0.25009908571460526
NM_001275910	NM_001275910:s:22479530-22479720	-0.14851171287124376;0.14851166359894638	0.11782965997471714;-0.1178296937351785	-0.26634137284596093;0.2663413573341249
NM_001275863	NM_001275863:t:21018130-21019014	-0.06343904261576243;-0.19376768065009034;0.25940111778053493	1.9574533993704714e-08;0.004267615453331596;-0.006929560924574221	-0.06343906219029642;-0.19803529610342194;0.2663306787051091
NM_001169433	NM_001169433:s:7804571-7804915	-0.20204308521250897;0.20204290366758854	-0.4682770492188454;0.46827713332851545	0.2662339640063364;-0.2662342296609269
NM_140055	NM_140055:t:9439150-9439560	0.35182113999178355;-0.0005094032886315232;-0.3454748373043832	0.0889212983189217;-0.0068071384295999154;-0.07963445344864378	0.26289984167286184;0.006297735140968392;-0.26584038385573944
NM_206458	NM_206458:t:7885854-7886278	-4.782051905456069e-10;3.95652358709648e-24;3.9850282617732696e-11;-0.09832706056056179;-4.0347368523126836e-09;-0.04571808333140813;0.18905419032989457	-0.005381516424396129;-1.5150493753201562e-24;1.0613519180315715e-10;-0.027783941057155953;3.594616606651707e-07;0.09829902010754929;-0.07549293235081109	0.005381515946190938;5.471572962416636e-24;-6.628490918542445e-11;-0.07054311950340583;-3.634963975174834e-07;-0.1440171034389574;0.2645471226807057
NM_167772	NM_167772:t:21628361-21628754	0.2127023185782688;-0.005230753501110193;0.0136866727160571;-0.20574983300041796	0.012227327943573448;-7.370757553447604e-05;-0.02729565553813585;0.05859582672447129	0.20047499063469534;-0.005157045925575717;0.04098232825419295;-0.26434565972488927
NM_001038721	NM_001038721:t:1229580-1230118	-0.3065561492515354;2.205313739932464e-05;0.3064618382670887	-0.04920022831306592;2.603768270434337e-06;0.04319263824379588	-0.2573559209384695;1.9449369128890302e-05;0.26326920002329285
NM_166285	NM_166285:s:18424326-18424486	-0.17744094795552462;0.17744093166860841	0.08561431512043953;-0.08561432879536235	-0.26305526307596416;0.26305526046397076
NM_206140	NM_206140:s:16865092-16865329	-0.18465654738334614;0.00019311288873515925;0.17239265630541417	0.07767331129429499;-0.000387046110102216;-0.06242294830808526	-0.26232985867764114;0.0005801589988373753;0.23481560461349943
NM_165723	NM_165723:t:10024051-10024833	6.29372699278701e-06;2.7990017766700347e-05;4.533479474443351e-08;-2.37971825720831e-09;0.006446548095827618;-0.031605402632573776;0.0009273937893515462;0.07444371669919013;-0.3355834549945448;2.8095384130630517e-06;0.22386497040266976	-4.619716746763665e-06;-6.218998023563513e-07;-3.851387676015741e-09;-6.650713704795907e-06;-0.007245002306125811;0.09714962380968484;0.01234634058617294;-3.851387676015741e-09;-0.07521628557863413;-0.027992817016885066;-0.038296434462066514	1.0913443739550674e-05;2.86119175690567e-05;4.918618242044925e-08;6.648333986538699e-06;0.013691550401953429;-0.1287550264422586;-0.011418946796821395;0.07444372055057781;-0.26036716941591065;0.02799562655529813;0.26216140486473627
NM_001144619	NM_001144619:t:20746773-20747303	-0.08709502773873606;0.144386762094524;-0.048483348721022536;-0.03437111708400072;-0.2727697227724535;0.2982765777649461	-0.0020937733903623776;-0.012347965268729385;0.04734258908111032;-0.0020282966601307003;-0.01085691463399364;0.0456657975643069	-0.08500125434837369;0.1567347273632534;-0.09582593780213286;-0.032342820423870024;-0.26191280813845985;0.2526107802006392
NM_167376	NM_167376:s:13599412-13599780	3.95652358709648e-24;-0.03806141993125073;-0.1821205496513794;0.2655854809880578;-0.021099307367246835	-1.5150493753201562e-24;0.013646856663594331;-0.005910173346685532;0.004316121070263801;-0.011347212027880482	5.471572962416636e-24;-0.05170827659484506;-0.17621037630469386;0.261269359917794;-0.009752095339366353
NM_001298286	NM_001298286:s:13599412-13599509	3.95652358709648e-24;-0.03806141993125073;-0.1821205496513794;0.2655854809880578;-0.021099307367246835	-1.5150493753201562e-24;0.013646856663594331;-0.005910173346685532;0.004316121070263801;-0.011347212027880482	5.471572962416636e-24;-0.05170827659484506;-0.17621037630469386;0.261269359917794;-0.009752095339366353
NM_001258648	NM_001258648:s:8253058-8253456	0.03810705488817002;-0.03810700672629522	-0.2227428814385033;0.22274287802414935	0.2608499363266733;-0.26084988475044457
NM_132239	NM_132239:s:8252670-8253456	0.03810705488817002;-0.03810700672629522	-0.2227428814385033;0.22274287802414935	0.2608499363266733;-0.26084988475044457
NM_169246	NM_169246:s:8838392-8838989	-0.2783532791794311;0.2783532878737012	-0.017557480078134402;0.017557495498916414	-0.2607957991012967;0.2607957923747848
NM_132876	NM_132876:s:16091147-16091495	0.30880721963530966;-0.3088072299696406	0.0480630641468689;-0.048063056702528646	0.26074415548844077;-0.26074417326711197
NM_166011	NM_166011:t:13829538-13829865	-0.008204408107912389;0.22530974676162197;-2.065759102921362e-06;-0.011748118300346999;-0.1551874226920565	-1.5150493753201562e-24;-0.03488112405685989;-1.5150493753201562e-24;1.7653228146977769e-06;0.022952508541109362	-0.008204408107912389;0.26019087081848186;-2.065759102921362e-06;-0.011749883623161697;-0.17813993123316585
NM_001169854	NM_001169854:s:1881129-1881825	-0.00018051480465708242;0.009455794178413876;-0.11619114242534753;0.1084975718018138	0.010459739857213584;0.2696182289285569;-0.21190246939732155;-0.0539011488839462	-0.010640254661870666;-0.26016243475014306;0.09571132697197401;0.16239872068576
NM_001272437	NM_001272437:s:9000682-9002117	-0.13965678980125995;0.253171488027857;-0.11000749941459852	0.005638907867401956;-0.006986459870802659;-0.000348618018208588	-0.1452956976686619;0.26015794789865965;-0.10965888139638993
NM_139517	NM_139517:t:3155958-3157141	-0.13851010802167504;-0.17656680951239972;0.2927941734775644	0.003195339758563065;-0.033023939612645416;0.03269484967273931	-0.1417054477802381;-0.14354286989975432;0.26009932380482514
NM_141487	NM_141487:t:7865701-7865764	-0.34643323740372856;0.030477220941902305;0.1804188737629845;0.13193484565005226	-0.08672270876104055;-0.1399610949202231;-0.047522220940948885;0.3094673702953725	-0.259710528642688;0.1704383158621254;0.22794109470393337;-0.17753252464532027
NM_167979	NM_167979:t:3073081-3073478	0.11675183486779853;-1.6170910846277867e-05;0.001071854193038762;-0.0814324125098623;-0.00010938157814555102;-2.2618967673503902e-07;-2.2618967673503902e-07;-2.2618967673503902e-07	-0.14290927292153116;8.514843895495576e-08;0.05423700866107665;0.07176093644328527;7.74171432629655e-05;-2.6074254542698766e-05;8.514843895495576e-08;8.514843895495576e-08	0.2596611077893297;-1.6256059285232822e-05;-0.053165154468037885;-0.15319334895314757;-0.00018679872140851654;2.5848064865963726e-05;-3.113381156899948e-07;-3.113381156899948e-07
NM_168037	NM_168037:t:3718638-3718990	0.19126774036117689;-0.19820538747475863;0.026183097833951455	-0.03209837445223145;0.060835376431610313;-0.001370117025891169	0.22336611481340835;-0.25904076390636893;0.027553214859842624
NM_170169	NM_170169:s:24818803-24818849	0.18227261210583184;-0.18227262000981975	-0.07624234100665933;0.07624239074072706	0.2585149531124912;-0.25851501075054684
NM_001260283	NM_001260283:s:21008149-21008240	0.2712835822595725;-0.27128357493179445	0.013468492043102631;-0.013468516188199185	0.25781509021646987;-0.2578150587435953
NM_170339	NM_170339:s:27565917-27566147	-0.04835644402382291;0.0483564454271434	-0.30599318525904096;0.3059932226818644	0.25763674123521807;-0.257636777254721
NM_164869	NM_164869:s:9732916-9733532	0.12986459168413683;-0.12986462135724164	-0.12750911344944937;0.12750901946156418	0.2573737051335862;-0.2573736408188058
NM_001201940	NM_001201940:t:6926019-6926298	0.10517831877431427;0.059471062895372795;-0.177535152581072	-0.1521704679400496;0.06537214022186999;0.039591265112603	0.2573487867143639;-0.005901077326497195;-0.217126417693675
NM_001273819	NM_001273819:t:6924687-6926298	0.10517831877431427;0.059471062895372795;-0.177535152581072	-0.1521704679400496;0.06537214022186999;0.039591265112603	0.2573487867143639;-0.005901077326497195;-0.217126417693675
NM_001259426	NM_001259426:s:15938115-15938978	-0.1871583223919997;-0.004081831732830138;0.17764228467709559	0.07004295485615335;-0.012017167890779466;-0.04659296348218542	-0.25720127724815306;0.007935336157949328;0.224235248159281
NM_168475	NM_168475:s:11789922-11790013	-0.257755317219235;0.2577553002147724	-0.0006585704857344723;0.0006585714307955538	-0.2570967467335005;0.2570967287839768
NM_079636	NM_079636:s:15300745-15300822	0.5312494298381255;-0.5312494415899722	0.7865288600433507;-0.7865288259100518	-0.25527943020522514;0.25527938432007957
NM_001259165	NM_001259165:s:19717318-19717454	-0.2569224574740786;0.19397706543017554;0.07200084896738226	-0.0018348462172081185;-0.057144631512408076;0.06706466550573718	-0.25508761125687046;0.2511216969425836;0.00493618346164508
NM_001038954	NM_001038954:s:12547909-12548229	-0.00015537891856481784;0.0005787159544602893;-0.05400536999069222;9.108891220546209e-05;0.003478016413567187;0.03222529835497587	0.01837685629944212;0.0016578215392063357;0.12778011655931804;-0.0018801601265111586;0.0016578215392063357;-0.22266455422356735	-0.01853223521800694;-0.0010791055847460464;-0.18178548655001026;0.0019712490387166206;0.0018201948743608513;0.25488985257854324
NM_001259944	NM_001259944:s:21844788-21845235	-0.10891532026757766;0.10891535427005711	0.14556945728960277;-0.14556954349092852	-0.25448477755718046;0.2544848977609856
NM_001170169	NM_001170169:s:18007262-18007324	-0.009573469195122503;0.008629565383693178;4.5801474143831615e-07	-0.264054676103708;0.0744032067477611;0.18060044446108192	0.25448120690858544;-0.06577364136406792;-0.18059998644634048
NM_001202365	NM_001202365:s:26041736-26042114	-0.08659124018392922;6.644040786486825e-07;-2.750795875983394e-09;0.07962217277986094	0.1678612318294963;-1.2240288099335817e-08;-5.694749246632512e-06;-0.1621505831839417	-0.2544524720134255;6.766443667480183e-07;5.691998450756528e-06;0.24177275596380265
NM_001273921	NM_001273921:t:10148082-10148214	0.09937926502236441;0.24625489946410484;-0.3846114000249159	0.02997395975476997;0.06026561324167925;-0.13026851497243727	0.06940530526759445;0.18598928622242558;-0.2543428850524786
NM_001043112	NM_001043112:t:2149745-2150281	0.1625206658114243;-0.16252067772161305	-0.09164376678144465;0.09164381280693976	0.2541644325928689;-0.25416449052855283
NM_165869	NM_165869:s:12200121-12200550	-0.26937175450987355;2.026714203869522e-08;0.2796645421072773	-0.01564938073697017;-3.2141246518991574e-08;0.02887818047950233	-0.2537223737729034;5.240838855768679e-08;0.250786361627775
NM_169783	NM_169783:t:18012030-18012150	-0.005853858970913622;0.31121950498685874;-0.034678761890828226;-0.25899879600406345	0.03718906615700205;0.05797257474088599;-0.02426147786948883;-0.08847225557978461	-0.043042925127915674;0.2532469302459728;-0.010417284021339394;-0.17052654042427884
NM_168873	NM_168873:s:20798682-20799080	-0.2616973477433837;0.11141822140542096;0.12018517235733073	-0.00862268495858308;0.02748631541966382;-0.046012745056606415	-0.2530746627848006;0.08393190598575714;0.16619791741393714
NM_001299515	NM_001299515:s:15221899-15221980	-0.13206949191825243;0.1320694051246606	0.12053237857088323;-0.12053240543776877	-0.2526018704891356;0.25260181056242936
NM_206030	NM_206030:t:6754702-6754844	-0.07330664902364117;-7.631994473437445e-08;-0.12992735010022602;-0.044727108607376984;0.2711803643749991	-0.034481872744762776;-1.5150493753201562e-24;0.03538672066586014;-0.006444908044216852;0.018757742080690053	-0.0388247762788784;-7.631994473437445e-08;-0.16531407076608617;-0.03828220056316013;0.25242262229430906
NM_001258889	NM_001258889:t:228133-228281	-0.3834019650907359;0.38340197861311043	-0.13100007757539908;0.13100013837310293	-0.25240188751533676;0.2524018402400075
NM_001144289	NM_001144289:t:227372-228281	-0.3834019650907359;0.38340197861311043	-0.13100007757539908;0.13100013837310293	-0.25240188751533676;0.2524018402400075
NM_176576	NM_176576:t:28815148-28815422	-0.3052928439507793;-0.03001404228074768;0.36770826101354326	-0.12110334222297603;0.022532373897946982;0.11536938206044778	-0.1841895017278033;-0.05254641617869466;0.2523388789530955
NM_001144547	NM_001144547:t:7195616-7195895	-0.04493832861566191;0.02005614398430633;0.08012104053903885	-0.2969963720511227;0.07920655086662431;0.10881271569994232	0.2520580434354608;-0.059150406882317985;-0.02869167516090347
NM_001275319	NM_001275319:s:4280221-4280469	0.11402295599706169;-4.0921693325092573e-07;3.95652358709648e-24;-0.10495417610169029	-0.13785269023161106;-1.8182586821251642e-06;-1.5150493753201562e-24;0.1346758021669195	0.25187564622867276;1.4090417488742386e-06;5.471572962416636e-24;-0.23962997826860977
NM_001042851	NM_001042851:t:22994484-22995914	2.9291643242285376e-07;0.0005660700138035283;-0.13723758916481396;-0.008040770023687471;0.1340908118390221;0.01791588378326085;3.6096543203755276e-07;1.8432007678595514e-05;1.8363958678980815e-05;-0.004526413595385859	-0.041238725559818466;0.09328607623755195;0.07401518544676769;0.08391585097559942;-0.11764826486461999;-0.07153788722765753;-0.012895389547402703;0.08626489961944915;-0.034318011247456565;-0.0005183300362538619	0.04123901847625089;-0.09272000622374842;-0.21125277461158165;-0.09195662099928689;0.2517390767036421;0.08945377101091838;0.012895750512834741;-0.08624646761177056;0.03433637520613555;-0.004008083559131997
NM_001300057	NM_001300057:s:8576808-8579136	0.017552939576106607;-0.024081470969185018;-0.08436869443712379;-0.0004978491318405477;-0.03475591941207108;0.2075270687218493	0.03022788287981698;-0.0009341383524088709;0.03760045065570957;0.006076704325063062;-0.04431662504416865;-0.044071842477044876	-0.012674943303710374;-0.023147332616776147;-0.12196914509283335;-0.00657455345690361;0.009560705632097571;0.2515989111988942
NM_001274724	NM_001274724:t:9780536-9780697	0.22832536318892827;-0.22832534205377086	-0.023078873666089187;0.023078872395737825	0.25140423685501745;-0.25140421444950867
NM_001038963	NM_001038963:s:13450590-13450724	-0.2760609284055869;0.2760608885310351	-0.024801129601284985;0.02480110756574405	-0.2512597988043019;0.25125978096529106
NM_001260058	NM_001260058:s:8356978-8357095	0.21137925951721134;-0.21137923962394292	-0.039732005186308206;0.039732010235391996	0.2511112647035195;-0.2511112498593349
NM_136264	NM_136264:t:21381899-21382330	-0.0052672222385260715;-4.9313315406753e-06;-4.2070420461599035e-24;-7.632204611894718e-10;-1.3066082770726533e-07;0.0017150787861926892;-4.2070420461599035e-24;-4.2070420461599035e-24;-4.2070420461599035e-24;0.0433348129400001;-4.2070420461599035e-24;-4.2070420461599035e-24;-4.2070420461599035e-24;-0.21029295214050983;-0.0002445986448952418;0.013211063089514334;-8.771937205099814e-09;-0.04399877633077766;0.082444680689525;8.267329430730785e-09;-0.056004795746364223;-0.013271234781255886;0.15122185673853816;1.3366264726918867e-05;-4.2070420461599035e-24;0.010998914526036324;-0.00010103356233233001;-4.2070420461599035e-24;0.0022762074174212765;8.784001448557093e-05	-1.4809161228139359e-06;-4.821191461511289e-25;-1.5630537699251326e-06;-4.821191461511289e-25;1.7508312748300046e-10;-0.0017452757387948804;-4.821191461511289e-25;-4.821191461511289e-25;-4.821191461511289e-25;-0.11595854894478236;-4.821191461511289e-25;-6.8562491296918684e-09;2.755055786652661e-06;0.04017396379604524;2.6735647050092977e-07;-0.026504981602754902;-4.821191461511289e-25;0.017137789522769488;0.07043232624204826;3.0639550156267343e-10;-0.02247499907404836;0.005383692385191115;-0.016888615011755197;-1.1427084008373136e-09;-4.821191461511289e-25;0.0014661280640148426;-4.821191461511289e-25;-4.821191461511289e-25;-4.821191461511289e-25;-4.821191461511289e-25	-0.005265741322403258;-4.9313315406753e-06;1.5630537699251326e-06;-7.632204611894713e-10;-1.3083591083474833e-07;0.0034603545249875696;-3.7249229000087746e-24;-3.7249229000087746e-24;-3.7249229000087746e-24;0.15929336188478246;-3.7249229000087746e-24;6.856249129691864e-09;-2.755055786652661e-06;-0.25046691593655507;-0.00024486600136574275;0.039716044692269234;-8.771937205099814e-09;-0.061136565853547147;0.012012354447476739;7.960933929168112e-09;-0.03352979667231586;-0.018654927166447;0.16811047175029337;1.3367407435319704e-05;-3.7249229000087746e-24;0.009532786462021482;-0.00010103356233233001;-3.7249229000087746e-24;0.0022762074174212765;8.784001448557093e-05
NM_001272392	NM_001272392:s:8051371-8051529	-0.20277173582988922;0.2027717982374629	0.047469588028657264;-0.047469627452817395	-0.25024132385854647;0.2502414256902803
NM_205978	NM_205978:t:12725712-12725796	0.04690012825949647;-0.10419430308833921;-0.014710934411656496	-0.11145774411254222;0.14594939626813114;-0.040131940273284095	0.1583578723720387;-0.25014369935647035;0.0254210058616276
NM_206294	NM_206294:t:7602788-7603489	-0.09499714282893218;0.09499705428661444	0.15493889554158727;-0.15493883031648828	-0.24993603837051945;0.24993588460310273
NM_001272481	NM_001272481:s:10479789-10480028	0.23831622894853904;-0.23831626033887526	-0.00989080433218246;0.009890797096045564	0.2482070332807215;-0.24820705743492083
NM_206677	NM_206677:s:10479836-10480028	0.23831622894853904;-0.23831626033887526	-0.00989080433218246;0.009890797096045564	0.2482070332807215;-0.24820705743492083
NM_132472	NM_132472:t:11290014-11290345	0.04628025448387393;0.021648367158255223;-0.20396532918298418;-2.7128253743983312e-05;-2.7128253743983312e-05;0.0027705525979756836;-2.7128253743983312e-05;0.007687930090587339	-7.268934214862613e-06;-0.0037565178138386493;0.04418806064610055;-0.0024508744700798323;-7.268934214862613e-06;-0.002455623354548539;0.00023360042596367388;0.00023360042596367388	0.04628752341808879;0.025404884972093873;-0.24815338982908475;0.002423746216335849;-1.98593195291207e-05;0.005226175952524222;-0.0002607286797076572;0.007454329664623665
NM_079238	NM_079238:s:7528780-7529198	-0.17324166197520457;0.03884136035700243;-2.1934915704873563e-07;0.17787668374456247	0.03867830403637218;0.028151003826539345;-1.5150493753201562e-24;-0.0694913080037573	-0.21191996601157675;0.010690356530463088;-2.1934915704873563e-07;0.24736799174831978
NM_001103913	NM_001103913:t:20429404-20429776	0.007621547365369588;0.2778994673167066;-0.0037717039770378087;-0.24694951293784764;0.01629141220754405	-0.018459330710900487;0.03895315514924363;-8.122390285373123e-06;3.457097889008455e-05;-0.025261899346936637	0.026080878076270075;0.23894631216746298;-0.0037635815867524355;-0.24698408391673773;0.041553311554480686
NM_001272360	NM_001272360:s:6699508-6699961	-0.04789145405432377;-0.024623957949651495;0.08189899591921818	0.17638807041053212;-0.003190595010300922;-0.16506534540948534	-0.22427952446485588;-0.021433362939350574;0.2469643413287035
NM_205901	NM_205901:s:3370906-3371362	-0.05301808067532426;0.25025197972927793;-0.004785706172723667;-0.12958483333083792	-0.02703552625798952;0.003695926308886252;0.030936364721859892;-0.008064492651240582	-0.025982554417334738;0.24655605342039166;-0.03572207089458356;-0.12152034067959734
NM_164329	NM_164329:s:4286009-4286045	-0.07817531016767536;-0.010329097685586716;0.11768130598586604	0.0630627485345551;0.05672609587523049;-0.12874985738098893	-0.14123805870223044;-0.06705519356081721;0.24643116336685497
NM_057942	NM_057942:s:741679-741876	-0.02774940524552219;0.027749376673332327	0.2186244867717517;-0.21862447609267466	-0.2463738920172739;0.24637385276600698
NM_001297827	NM_001297827:s:741691-741876	-0.02774940524552219;0.027749376673332327	0.2186244867717517;-0.21862447609267466	-0.2463738920172739;0.24637385276600698
NM_165340	NM_165340:s:20729877-20730101	-0.3906759540352951;0.390675900916945	-0.1451168844082545;0.1451168605645101	-0.2455590696270406;0.2455590403524349
NM_001299730	NM_001299730:s:21023434-21023605	-0.17916765779099272;-7.413192129672824e-08;0.19383471998040286	0.05417802626892089;-1.5150493753201562e-24;-0.05157405310165374	-0.23334568405991363;-7.413192129672824e-08;0.2454087730820566
NM_166824	NM_166824:s:1133875-1134072	-1.5226055313569215e-05;-0.1508942235413736;0.15203466467745122	3.129393242040364e-05;0.07297952966654905;-0.09335459666284336	-4.651998773397285e-05;-0.22387375320792266;0.2453892613402946
NM_001259982	NM_001259982:s:4659579-4660079	0.06599661134844265;0.009556850656899074;0.004351909979023475;0.05666088172455323;6.240305879920351e-06;0.05784457591078314;6.239726822525725e-06;-0.24543413973729442	0.04573143991639908;2.8041609037898498e-05;0.0006528183471610164;-0.06660620838517213;0.0006528183471610164;-0.003115925484235161;4.2241585826370195e-07;-0.00019742582367443702	0.020265171432043566;0.009528809047861176;0.003699091631862459;0.12326709010972536;-0.000646578041281096;0.060960501395018296;5.8173109642620234e-06;-0.24523671391361998
NM_167572	NM_167572:s:17650720-17650900	0.30240461161970295;-0.30240462191003986	0.05770430688429484;-0.05770430268226011	0.2447003047354081;-0.24470031922777974
NM_001259658	NM_001259658:t:3120668-3121199	-0.03858404209056088;-0.09490079559870332;0.1119234846688463	0.20602829127663225;-0.19688224435483193;-0.015786351487249238	-0.24461233336719312;0.1019814487561286;0.12770983615609555
NM_001274137	NM_001274137:s:18096542-18096987	-0.5912564993806539;0.5912565548614604	-0.34708271728984086;0.34708270563594895	-0.24417378209081309;0.2441738492255115
NM_001274021	NM_001274021:s:13269392-13269520	-0.04430490772841231;0.22999130339384474;-0.16181471936315003	-0.0008068413457783779;-0.014032807857631488;0.0032481519508730135	-0.043498066382633926;0.24402411125147622;-0.16506287131402306
NM_079203	NM_079203:s:4433305-4433459	-0.20266456567072577;0.20266455221439217	0.040996222307877764;-0.040996217187134636	-0.24366078797860352;0.2436607694015268
